,source_chain,source_transaction_hash,destination_chain,destination_transaction_hash,sender_wallet,source_timestamp_utc,project,native_drop_usd,stargate_swap_usd
0,Arbitrum,0xe1de8309c30fb52c782c3576362e1f8f406b638a62d4f81bb9628c68158010af,Base,0x9be49637ebf6b41c8e00b662850e218b33439adce601611e29fbae7f3c9646e0,0x038e19cfca2bcd3836161f0fc2782893cf3686b2,2023-08-09 02:35:03,Stargate,0.0,0.0
1,Arbitrum,0xd0a3dc16f240d33ea0d7c91a521e7f931085bcfb8ad46752bde3681e196372cd,Base,0xe8ef59640d1ed2d349d94f81044bb6251d48a65c2656024b69231d0fd87e5ea5,0x04a640740800e77e2905c6ccd8c3f7882434ba4e,2023-08-09 02:39:43,Stargate,0.0,0.0
2,Arbitrum,0xd4944a9530c00375a834b93965bdf57b4240988e11adf6613792fa68171732b6,Base,0x87e6985f324a50e3e75b2bda25a7c7ac181e43dbe91674228fdae3c9caeb9f1f,0x08367cadc2b815d97b8b68e37e6f38c5245d8e8c,2023-08-08 18:04:16,Stargate,0.0,0.0
3,Arbitrum,0xe794f33fd45d6107045dcaaa7d2c3de3ad157f9b3cae9ada5cae2c46a0c21761,Base,0x0fdf20c9f19e9c9108be5e7cd5b1b1ad66378965f632875290e8e0ff3ddc0b8a,0x08e7896caf59aea02a1d547b4adaeb3d283b07a1,2023-08-09 03:00:16,Stargate,0.0,0.0
4,Arbitrum,0xf9ede299859842c0171080a16e853e1f05772ec311e39091e71e49c4d9ef7a0f,Base,0x930f086d06515b99ae405d1e4e439f8dfa7f8cb69fa1a469c390b856ce21fc7e,0x09ca997209512f231175ef7c6169af9dc4a0e2b1,2023-08-09 02:34:18,Stargate,0.0,0.0
5,Arbitrum,0x770dec6fe122487c7fbd331b235bb0c84c50f1f768b39dde7b809d16104fa1d5,Base,0xcbe187606022e2d8c08efbd35f7e7a746cc1b7f90e9c50af7df642ad5b400cf8,0x0cff7d5aa67863c4ac0363ac61da6c242bb5fa42,2023-08-08 18:04:09,Stargate,0.0,0.0
6,Arbitrum,0x39a9aff7fb4daa3922dd7f06e615ab8b943c5c1ea523b5a8c2ee103fb2a09d47,Base,0x92fe30e2cb8cf9bca8c738426f6df2e20e28f5adbf9c357c45a42b7f6aa81a29,0x0f1ae7d68e2e1814a5bc59d0cc9c5672e64c0f30,2023-08-09 02:34:54,Stargate,0.0,0.0
7,Arbitrum,0xc52e40508a23bbfd73bc021e95c99bb0cacbe21699f6c8d5f431bba629c887ee,Base,0x404ad26d686e6942592a225d1ebbcd53e5e8fc2934964c4777ce35f45f268944,0x14919740fc28e7a9537b8da456b9ed8ab94ce12d,2023-08-09 02:38:29,Stargate,0.0,0.0
8,Arbitrum,0x2cd3180cb2c60a9608d1f9a978aa1c19c938f9cbefc9eb6571414533de15c8df,Base,0xf31f8968fcd645ae2a87afb9787a59038f9046f74f6944ea6751ae4cef6ebfc0,0x1551c927bc45c0d074831fa61815c30d4afbf7bb,2023-08-09 03:00:16,Stargate,0.0,0.0
9,Arbitrum,0x25ac00c2b02927f3ac9f5a79a9a1213ae3a3142f97094af235ef515f7cc787ee,Base,0x504670537058c90cfe33a6cc4356c1401cd2b653fa5fee0239e5399d6c2f2bb8,0x172172688bed3512de66ff7990e907c92881a705,2023-08-09 03:00:17,Stargate,0.0,0.0
10,Arbitrum,0x04496911eee323b2f44081a0cdecfe9a1f030e9f5ac1d7d2c50210e3ff03f860,Base,0xf7ed6a40e6606c571fbf752e9e7b8dee18e5b9e9daf41c26da0584b0c14183ff,0x1a77336061a2a1b3e6bf342b8be90207ae85daef,2023-08-09 02:36:40,Stargate,0.0,0.0
11,Arbitrum,0x893788e764559b9c914a287a46ebe6f46338c5493c116bbed1bb9241a4a35b82,Base,0xd0dfc0dad8e68678408e244fdae572975fc7802cee06d596f82749d2d47b7693,0x202bd3b5018c6c3a9f2110283a68a70cc08cbafc,2023-08-09 03:01:24,Stargate,0.0,0.0
12,Arbitrum,0x5f5084ae3369121bc8ed3c6599d65121fbacbd2bb179e7c3a23d64c9356f4444,Base,0xcabf3673a9a2601f8a79e05984366a6ae3c238694bffad1b049b812a6845bde4,0x22d53c2620800b9759b647458a410d4481879d9c,2023-08-09 02:36:51,Stargate,0.0,0.0
13,Arbitrum,0x63ffd93005ff60895047915eeeca7c989310196dce1feebbe6bcebdff5268779,Base,0x6a1da57d1b0c513699aa132fe5c75369f540c890fefb84460843da8261596507,0x26f1a0943afd0292cf4db136d12ca24a5174deef,2023-08-09 02:36:57,Stargate,0.0,0.0
14,Arbitrum,0x0ebe41ea65edbfd32de9405458413aaac33b4b3eae34c3bb4ded0865672839b6,Base,0x93ff7d0f8d96713b058c3c602ea4cd530e71740471d6feb054f0803346ca46ce,0x2764fd2b4cd0d9a551aee78e8ea6fcbcbf1c50df,2023-08-09 02:39:41,Stargate,0.0,0.0
15,Arbitrum,0x0f015ecb00ecbfbe48ff3eb535d0d5521ff4e53579c23561e64e7ba4200c1aad,Base,0xccbbbadfcf7e9222059813d0d8cdbefbf653c8276a4c29fe5d674ce4d4f48882,0x29a6d8a8ab9087ee2cff9aae9154d751a7496b46,2023-08-09 02:35:40,Stargate,0.0,0.0
16,Arbitrum,0x133d4d559022dff98f32edfcdd3c7f8cbeac9bc06ef2a1788ef791ee749378b2,Base,0xbe668f29a8009cef0ab205dddfe98095a1d8bdf9e3109dea4a37eafdacc3c53e,0x29b92c3e3389d6f54475bf73ab7dc64762a7591e,2023-08-09 02:49:41,Stargate,0.0,0.0
17,Arbitrum,0xe530bd5d3adfb7e0e84e4d095ac91b48171e7d28faa3418eb36a4437355ab69b,Base,0x25665785e157d206048da4b638fe5577df5daf7cf8091a5b99e0f47cf2e027b2,0x2aa0383ff1540e2639ef489b59102aabd5fbc6b1,2023-08-09 02:34:03,Stargate,0.0,0.0
