address,tx_count,first_relate_chain,first_relate_chain_usegas,second_relate_chain,second_relate_chain_usegas,noprotocol_tx_count,noprotocol_firsttime,noprotocol_lasttime,l2marathon_tx_count,l2marathon_firsttime,l2marathon_lasttime,stargate_tx_count,stargate_firsttime,stargate_lasttime,sum_stargate_swap_usd
0x4a58b29f6c59dfca0a216166bf1a0aba9dac56a5,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:26,2024/4/9 21:34,1,2023/7/30 21:57,2023/7/30 21:57,4,2023/10/4 21:42,2023/11/20 1:08,132.9886028
0x8772c73787cf55966da02ce4fcde53d5b4800048,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:21,2024/4/9 21:34,1,2023/7/30 21:56,2023/7/30 21:56,4,2023/10/4 21:54,2023/11/20 1:17,132.3269572
0x8aee1c3b1511d1d53db8b6001b018477f79cc662,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:27,2024/4/9 21:34,1,2023/7/24 21:41,2023/7/24 21:41,4,2023/10/4 21:41,2023/11/20 1:10,132.3265378
0xc1b47848da64831672e9410c7ade564470b1ced4,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:20,2024/4/9 21:34,1,2023/7/24 12:50,2023/7/24 12:50,4,2023/10/4 21:41,2023/11/20 1:14,130.718352
0x992eb6c061e53f424fb6bb645b78c2166ea43146,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:20,2024/4/9 21:32,1,2023/7/24 14:01,2023/7/24 14:01,4,2023/10/4 21:41,2023/11/20 1:07,131.6896606
0x5a7bcb396621abb7fbd0d93fc3c420b9329eeea4,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:26,2024/4/9 21:32,1,2023/7/25 22:58,2023/7/25 22:58,4,2023/10/4 21:42,2023/11/20 1:14,130.4825736
0x3e39aeeb7ddeca6a8cf93b45fa75e153b95a463e,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:27,2024/4/9 21:34,1,2023/7/25 21:16,2023/7/25 21:16,4,2023/10/4 21:42,2023/11/20 1:17,130.5214526
0x6b1aa5d6196089a1804067f375bf6873bee09c2c,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:29,2024/4/9 21:32,1,2023/7/25 21:13,2023/7/25 21:13,4,2023/10/4 21:42,2023/11/20 1:07,131.5241512
0x9c6812a08708000c736d22381bd3739f31c931aa,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:29,2024/4/9 21:32,1,2023/7/30 21:56,2023/7/30 21:56,4,2023/10/4 21:38,2023/11/20 1:13,132.2882286
0x1d49546e29be7fcc16e1927f740661be83034859,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:28,2024/4/9 21:33,1,2023/7/25 21:14,2023/7/25 21:14,4,2023/10/4 21:41,2023/11/20 1:10,132.3865994
0xbcdaf3e248733f5b32e84b08c3eb5d0610c06291,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:24,2024/4/9 21:31,1,2023/7/24 23:28,2023/7/24 23:28,4,2023/10/4 21:38,2023/11/20 1:10,131.8901452
0x6df4638e86ff056e0e14ec34e35ab8199047fd06,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:31,2024/4/9 21:33,1,2023/7/23 23:58,2023/7/23 23:58,4,2023/10/4 21:38,2023/11/20 1:11,130.9572659
0x337377748fc499c4af48ded1327e58fac953776e,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:02,2024/4/9 21:34,1,2023/7/23 21:13,2023/7/23 21:13,4,2023/10/4 21:42,2023/11/20 1:08,130.5210734
0xe84a9ca2327f80c7374cba01897264e2545366d1,34,linea,2.62640871,op,4.10353706,29,2023/8/12 13:52,2024/4/9 21:33,1,2023/7/22 23:33,2023/7/22 23:33,4,2023/10/4 21:40,2023/11/20 1:07,131.2181486
0x1145ef968bb4c7965017795b0e071058e91bf314,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:03,2024/4/9 21:32,1,2023/7/23 21:15,2023/7/23 21:15,4,2023/10/4 21:41,2023/11/20 1:08,132.2915248
0x7cd43a7175cf7dcf4067e78f86dbd9a97aaa9b2b,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:04,2024/4/9 21:33,1,2023/7/23 21:11,2023/7/23 21:11,4,2023/10/4 21:42,2023/11/20 1:07,132.090857
0x13caee5282286622202846ae6874ff4ec83300f7,34,linea,2.62640871,op,4.10353706,29,2023/8/12 13:54,2024/4/9 21:33,1,2023/7/23 22:35,2023/7/23 22:35,4,2023/10/4 21:42,2023/11/20 1:16,131.7850176
0xbb957ac2d26e73e08dd7cf6cb1a6caa06d620f67,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:20,2024/4/9 21:32,1,2023/7/23 21:16,2023/7/23 21:16,4,2023/10/4 21:42,2023/11/20 1:08,131.0878059
0x233e5d1a88f6d26abdbafa435b262ed58fb5838a,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:26,2024/4/9 21:34,1,2023/7/24 0:03,2023/7/24 0:03,4,2023/10/4 21:39,2023/11/20 1:09,131.5593122
0x42f87b84778b07332593bb147fb86af26f16dde0,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:04,2024/4/9 21:33,1,2023/7/22 23:36,2023/7/22 23:36,4,2023/10/4 21:38,2023/11/20 1:11,132.2913292
0x2c881ea9620740cbd33ec8ea4e2b5a25bac9d656,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:23,2024/4/9 21:32,1,2023/7/23 21:12,2023/7/23 21:12,4,2023/10/4 21:41,2023/11/20 1:10,130.5561171
0x87c93d6f8c45bbe2dd9e83be6e51e72ea40991ad,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:03,2024/4/9 21:31,1,2023/7/23 21:12,2023/7/23 21:12,4,2023/10/4 21:41,2023/11/20 1:16,131.8201662
0x08938900cb8281329d429bab74b0841ea3c4a3fe,34,linea,2.62640871,op,4.10353706,29,2023/8/12 13:52,2024/4/9 21:33,1,2023/7/24 0:02,2023/7/24 0:02,4,2023/10/4 21:42,2023/11/20 1:15,132.0910183
0xafa76130ed6976f2d39bfb748cdc07173cf6fc5d,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:04,2024/4/9 21:33,1,2023/7/23 21:17,2023/7/23 21:17,4,2023/10/4 21:41,2023/11/20 1:15,131.9601791
0x7e0af69c971cfc7691e11c0cc441d0a2bb423bbc,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:20,2024/4/9 21:33,1,2023/7/23 21:14,2023/7/23 21:14,4,2023/10/4 21:42,2023/11/20 1:08,131.0526842
0x0a58f2922df182fe26fc9741bbfeec43aa904f61,34,linea,2.62640871,op,4.10353706,29,2023/8/12 13:53,2024/4/9 21:34,1,2023/7/22 23:32,2023/7/22 23:32,4,2023/10/4 21:37,2023/11/20 1:15,132.0208086
0xb91c97829852d658d488a5d1f3e9fad304faf82e,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:19,2024/4/9 21:32,1,2023/7/23 21:18,2023/7/23 21:18,4,2023/10/4 21:41,2023/11/20 1:11,131.2179822
0x203c7f623cad4cdb958db663d23865fddcedf296,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:30,2024/4/9 21:32,1,2023/7/24 0:00,2023/7/24 0:00,4,2023/10/4 21:42,2023/11/20 1:12,132.4536801
0x0e71f2e71f9b619cf5a6e6016bf963768dbfb952,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:27,2024/4/9 21:32,1,2023/7/22 23:35,2023/7/22 23:35,4,2023/10/4 21:36,2023/11/20 1:06,132.2915435
0x5f36fc889791bca0429f73d97f4080ec74189497,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:04,2024/4/9 21:32,1,2023/7/23 21:13,2023/7/23 21:13,4,2023/10/4 21:42,2023/11/20 1:10,131.8901655
0xfee54e3a6c0973bb28350c23ae470ce5e012b316,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:21,2024/4/9 21:32,1,2023/7/23 23:59,2023/7/23 23:59,4,2023/10/4 21:42,2023/11/20 1:07,131.0175324
0x3db55acdbfd87b436a8d6a991f17e656230d263d,34,linea,2.62640871,op,4.10353706,29,2023/8/12 13:51,2024/4/9 21:33,1,2023/7/22 23:37,2023/7/22 23:37,4,2023/10/4 21:40,2023/11/20 1:14,130.848669
0xb726739473127c059619aa9c69b5aa81068d2da2,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:27,2024/4/9 21:34,1,2023/7/24 0:00,2023/7/24 0:00,4,2023/10/4 21:38,2023/11/20 1:09,132.126042
0xebe03ece14956ed003ffeb3cdd7c79186aeb2518,34,linea,2.62640871,op,4.10353706,29,2023/8/12 13:54,2024/4/9 21:32,1,2023/7/22 23:37,2023/7/22 23:37,4,2023/10/4 21:42,2023/11/20 1:07,131.2883985
0xd820c1262affc6f82b8e8ade6e955bff14d74b7a,34,linea,2.62640871,op,4.10353706,29,2023/8/12 14:24,2024/4/9 21:33,1,2023/7/22 23:34,2023/7/22 23:34,4,2023/10/4 21:40,2023/11/20 1:17,130.5214691
