,source_chain,source_transaction_hash,destination_chain,destination_transaction_hash,sender_wallet,source_timestamp_utc,project,native_drop_usd,stargate_swap_usd
0,Fantom,0xbae8c65c0e633ac90ccc78c577acf0123c9a8ef529e80fecfbd588dda7289686,Polygon,0x86139573bbdba046f3b1feaa132b74064bce50f887bd664c8d0502cbeca4e1df,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-14 14:12:40,Stargate,0.0,1.1378474
1,Fantom,0xcce02cfb39efc416c9b365ca8177e2851148db65631a7d9a892a689e5c576743,Polygon,0xbe8550a86bcd1b82aaf96f01aac4243347f7435e8e8d635a4bd4f7889f450b68,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-08 19:40:19,Stargate,0.0,9.1342235
2,Fantom,0x42188fe3509980ba233b27906355a9f71c7f38a0bdbd0ca56e01e5802b1c9076,Polygon,0x42cf0e6cb3bcb10dbe1392bee73a1c66865e7649a630c9201afe4bae2f9c5a86,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-07 13:22:05,Stargate,0.0,9.15118186
3,Polygon,0x4c69ca54695ff05a4fa4ea9681f52ee5405c1325f90e5c8c5ed15ca2249c9201,Fantom,0x6ae3b291f2bf1f5fe58e0d105a1e47087ce02b3df2321c55b661a9699acac89a,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-05 08:03:10,Stargate,0.0,0.001
4,Arbitrum,0x58256b2ec38fd8978653f0e4619cb575849b4ae59ef012d70679e535631dc74c,Polygon,0x4ffc8b6fd99090909682558aacb72b7ca078fdd962848da5da0677bc619bff1e,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-07-30 12:39:56,Stargate,0.0,0.09252308
5,Polygon,0x5778f2e4815c54493fb4522a8e1051fff862df69bb7d81fa3382176b90a94f1d,Fantom,0xbf7c64a278c08867e2f4479fe796e0a104a997749571e7b1c25407281548950d,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-13 17:38:06,Stargate,0.0,0.09999553
6,Fantom,0xbb3527bf507cc98341d61f84f07717b1f8ae419ace00738dd3034dce0638ddec,Polygon,0x58dbc77909d4165e6a8411836fba3f7d98d8aaf6da38f5fa3e81ff60dfd99913,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-09 05:00:06,Stargate,0.0,9.10340085
7,BNB Chain,0xd04166ec2b6a4edef43a1ccd2b8665055e177f4057f12b0f6071b17e9fcf5a86,Core Blockchain Mainnet,0x6c9fef84057e477ff685323d4c41090aa6e26e5ed2cb7889416fb5a5c6d9bda9,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-22 00:35:13,CoreDAO,0.0,0.0
8,BNB Chain,0x71cc1a6eddc6c0e8821da8dab18d661e965ceaf75e492ee8f09cf5433e9087aa,Core Blockchain Mainnet,0x30c9c57b01e21fcde8c708b608133c2092c8989ea17ed7c12e017a7e369acc84,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-28 09:45:51,CoreDAO,0.0,0.0
9,Fantom,0xc4c36b9f7bdcb9acb6ab6db273464b1d0a7a5634a5bd9f16089d53aac01f7f7f,Polygon,0x26eba6a4729c6f3a3d88b7f2128e9d49aa86fb517db08439891b58c11e2bd902,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-05 23:11:40,Stargate,0.0,9.21103142
10,Polygon,0x5935d604c9ba68c26b8458e9321e4689d24c9d877243fcd770102be811d06c2d,Fantom,0x2b50515ded9a01aa44baccf2a99047c520cb42f50b7c8291744058011e9304b5,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-09 01:40:48,Stargate,0.0,9.10885487
11,BNB Chain,0xb95d419605b4e32b0aa8f9d86540df2e9bb93460110daf9114a278c2aa2db63f,Core Blockchain Mainnet,0xfa227591c3f72cac99e2571c03d98a375687318af1fd5fee2462e3137774f1f9,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-06-06 19:32:29,CoreDAO,0.0,0.0
12,BNB Chain,0x5a3f2f2041e37bcae9b30bf1eb8cc4fbc56ef4d9b705a06f4c18749bcb4f7128,Core Blockchain Mainnet,0xbca80e1b2bf4329b3e87395fb282ca75d088cf44bd91bc15ab7176d3ca4e7ef6,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-07-13 15:22:54,CoreDAO,0.0,0.0
13,Fantom,0xda29c74126182e9039ba93699fbf10ea22951544339b6bb5dfd585fb044023f4,Polygon,0x91270aaccc4d73ee237a69bf7837e140c9f5de18c4850d842227fa5cca129ad7,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-09 00:20:36,Stargate,0.0,9.11431089
14,Fantom,0x84ddee9918d3c34765c58114f36a22458ef39200766373cf1e22e822ce7427c2,BNB Chain,0x298f2ea04256fcd13889b2e2cd3e82c5ce5d136786538d58f0ed763eb22ab136,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-14 19:54:10,Stargate,0.0,9.99e-06
15,Fantom,0xb21c4762fc7bf2a1124da5794da21115dddc1c67535a3f46785ab66ca1ab77b4,Polygon,0xbfe4cc790b02dbbef9e0af5d714e42b7341df5a051feb01028a8c7ec49a11e04,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-06 19:52:21,Stargate,0.0,9.18724734
16,Polygon,0xd20654f6923bdf6d912f89107d6471f23f370f32592bb063c11dea4058223413,Fantom,0xc26dc7fc633cd16e2e34525e56f18bfede72bcda05fe55efe85d32b8997f8063,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-07 17:11:52,Stargate,0.0,9.14571257
17,Avalanche,0x08b8fed8e748d05425f4a3420950c3a32cf8ce10135049acdb360f56f27013b6,Fuse Mainnet,0xeaa2c3a29a4fd03228cf741772e9af46134ea750511eb4f86c50b4ebee59c349,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-02-25 21:48:10,Merkly,2e-08,0.0
18,BNB Chain,0x0b9b2e45a5d641e5d23943423c294250e53e6051587b7115bcd94b31fa38cb6a,Gnosis,0x2e42b8ce4858c3028561ba4da09ac7d994528966e964ba7b2c3160c30af3c22e,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-02-04 12:24:22,Merkly,4.5e-07,0.0
19,BNB Chain,0x3b24a32e5e5e8ccd121cb4cb530af7a19be1c9d5e27426c76339786e076a8b86,Harmony,0xa4dadbefc744d6f3d04a24dd7d9e13081b538af56305704a09805741e3d79092,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-20 21:08:22,Harmony Bridge,0.0,0.0
20,Polygon,0x2ac667c43efd841e394ab87eaa99aeaa54690a24dcdbf633ae81e413cebd4895,Fantom,0x1c40bc50e4264df195cbe51e50c98be303f7abee176693573fdeb5c65d567bfe,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-14 16:03:38,Stargate,0.0,1.13706032
21,BNB Chain,0xb7d8dff921f7d75092eb4bb1aaecbc74d717dad7c2c3296bf7a8d00886f2989b,Core Blockchain Mainnet,0x3c022abbc9b6013c41c41bb23df00c034210fed282958f78dab6eca8476703ca,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-06-10 11:48:28,CoreDAO,0.0,0.0
22,BNB Chain,0xe5d1a31537b009f56d1fee5b65e186808605f72d07295aec5826c5aa99c5e149,Core Blockchain Mainnet,0xa47b261ef034b06e12360378a1db05cde9dc9f34056407bc9ad68aac3cbb07b2,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-03-21 18:20:10,Merkly,1.8e-07,0.0
23,Fantom,0x8ea6ec2a9942027e621d1b91f489907ae2dd8046d05347fa2729631a88e96546,Polygon,0x953933b36b0aa3df113c35971824dfa5b6bf9e87392ac212705132bf2f915088,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-08 11:31:52,Stargate,0.0,9.16056891
24,BNB Chain,0xdb41804418e2c760609870bf3035f360ce83821e9bbe6717512696da8f4ea46f,Celo Mainnet,0xf1acbc5871118c9b66fdb2274631328c8e0049b740f449371d00d8f7f6b515f5,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-21 23:41:01,Angle,0.0,0.0
25,Polygon,0x9c822861500cc3cccd20642dc366491d56aab7a3c0bc8c95309afc261461b74b,Fantom,0x706f36ee1b5c59329cf6e51c8146dd6d8878a7e4b6a965c51af48cb7ad6eab04,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-08 15:26:58,Stargate,0.0,9.15508446
26,BNB Chain,0x7d9eb5f6e6d387c6685732314b4b82830e8e4953cd4f4e0c2b044167959cffa2,Harmony,0xa73c2afe424e119c6b01e9a0e6d7d76dae647b33ede5f34ef8f700fb6eaba226,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-21 01:58:41,Harmony Bridge,0.0,0.0
27,Polygon,0x2277af1b6f843aff6f7bdb43616f888da71f20ee8f06926fcc1ad8fd266a25a5,Fantom,0xc5f5183d5c014fdbef6e2f057ce4962d662c35b2823917451b6ce263a8ddd837,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-06 11:15:06,Stargate,0.0,9.20592312
28,BNB Chain,0x46241d84183d6c5d4da1d1d9a11b15b25261b57ad49089ad1c0f57b5f2cf5ed6,Core Blockchain Mainnet,0x35c3195a7971eed66469fac69292fecc91d70e47b5b61fd88a92a52079cd88c2,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-06-29 15:45:37,CoreDAO,0.0,0.0
29,BNB Chain,0x87ab088b560955a38dde6a2b33afd60228eccf353d85e99d9384a8fdd4824127,Harmony,0xaeb008ec4529f29ee7ae6f28e88dad7c0dbf9c644d5eeecea38c5e7ecf0d42dc,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-21 23:39:58,Harmony Bridge,0.0,0.0
30,Polygon,0xdcb5ff86f9d9a04d42de85d619262fd64182a270f5ad87391421d186dc260107,Fantom,0xf60823ce83c912d059928370625304ef258470c569b99b6d61e758540d1daed6,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-08 20:05:14,Stargate,0.0,9.1287701
31,BNB Chain,0xc4be9537a282add442ab1b1948285b407b9dd02b6aee71712e814212c7d1c2d4,Harmony,0xe0fc652ede513f8f8374ccb015deec89429b13bf6e49180796f117c403a37cd2,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-15 09:59:08,Harmony Bridge,0.0,0.0
32,Polygon,0xb4c67a404d88a96c2ccc96acc45e12bcbdc61b0deab4f4e2e469f5cbd57eaf0c,Fantom,0x2ab899bac990b9d6969a541f44bc63e291bb6a6182421457e329f51ff2c20c2d,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-06 22:35:23,Stargate,0.0,9.18176012
33,Fantom,0xa4f56f05f5d149641656b0da03a45f9e7be53842d4daf0129cc16a94a17d0bc4,Polygon,0x69054b13fa62634f7abb4738187138e6e8c1687170cd5e155ef8520a7dc54290,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-09 11:01:27,Stargate,0.0,9.09034823
34,BNB Chain,0x3a947b42600c01d0d51ab7a9d0ec545fe6950620203339209afeba63c653acf3,Avalanche,0xbceb93f0d0bcdaea7e897fd5cdafc5cc38beafc7a1128724ca728f8a5ccedc48,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-03-05 04:11:20,USDV,0.0,0.0
35,BNB Chain,0xc3a6218851aa9d65e421bc8d7797f3be7338d9a9a056c63edb3e1e8a76e14654,Core Blockchain Mainnet,0xf726662ae3e9e921f839b30ae65673d1e7da7ef33e52e8b2df01b7b152775506,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-12-10 06:53:51,CoreDAO,0.0,0.0
36,Polygon,0xb303b6d4a84d4b9e602b55aa6c41c26b84cc4e63b9132fd8dd415e758511a4b6,Fantom,0xf336dd6cc7c2ee4983c0f491a8cea9ac53519f3331dc6b39f889328c23010c01,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-05 10:52:30,Stargate,0.0,9.2247864
37,BNB Chain,0x91f2e4fa3e1ff2c16672b6d5336fdbc37112bf20518db36e360ecdd4648bbb34,Core Blockchain Mainnet,0x486cb883203c0d663fffe4f2ce9f40fd93144bf0b6c65986fdb71cdf3fc3cb7e,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-20 21:09:25,CoreDAO,0.0,0.0
38,Polygon,0x242b5be89f58e5f0cea6c3691778a1b0edbda29d9de8e8cd9a8149d73c8f35d5,Fantom,0xf01901b3f43a935120a309cf45d3fcdb244d54f0030cb3bc9bd0c6f3d0b51bf6,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-09 08:51:07,Stargate,0.0,9.09795084
39,Polygon,0x1bdbcc888114dd2f20e322965ba8423ad84a9ca2db7963d45e8a7449f7e719f7,Fantom,0xc568e7c3d8b7401e16ea25ca579a6704d7ee52e25204343f6b76aad92643bd81,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-13 20:53:37,Stargate,0.0,1.03253134
40,Optimism,0xd4240f4bcb5c18775e7c0d7034511b86138eac9b3901876000892722b486573b,Arbitrum Nova,0x05f06befb7e169ecc7edecc84d20aebb675f00e1b782f8d59e7d37676a3858d7,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-07-26 13:49:53,Omni X,0.0,0.0
41,BNB Chain,0xe39a6bcf5b16f98348ab703f7100f0c5bc22c41b8ce98a62a8784e1d33ab16c1,Core Blockchain Mainnet,0x92f46c77c5b2e0a673fb2c88d922328c04d0a1e0ca75e0e975159784306e1d52,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-11-02 05:15:03,CoreDAO,0.0,0.0
42,BNB Chain,0x227918c48d76246401ee85eb6eb0a4f970007fb77c5918848296f3f4664e5476,Core Blockchain Mainnet,0x4629bc8f4dac9f0d2b51feb43103973dfb0964664e6529f1b3d12ac95313dbff,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-02-11 14:05:08,Merkly,1.6e-07,0.0
43,BNB Chain,0x0bc68256f51bb1110c3fba23f59234482022482c03ae1837b3971063800715c8,Core Blockchain Mainnet,0x6657dbdede61337ef0fc4035334d1f17d7e346390d4698dee776a05d0c959c28,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-21 01:57:59,CoreDAO,0.0,0.0
44,Polygon,0x3227e322841e452178b5759fbf6fbb5884e2f6406379d440d9fa78cd5af5f145,Fantom,0xca3be420ae0d77306ffe6054ebbfb6d23e407bbb85a4f4a4285b23297fc00577,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-07 11:03:53,Stargate,0.0,9.16585858
45,BNB Chain,0xdde1a4e02d25a9d9c66da4bc0557bdbeec3539b5a813d4d08282d292e468da11,Gnosis,0x83a6738d979c8952861036c2016e5acd19d58e7133f86e2bcb136182a5b3eb18,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-05-22 00:35:28,Angle,0.0,0.0
46,BNB Chain,0x78ca62fec8ba13b95c0f0d0357fdf63fcd7f102e0bfa966d90c194ded7a9b5f0,Core Blockchain Mainnet,0xe6f52541005614f119cff4f5dd9fca9abaa79cfea603670ebd29d2f65c8df710,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-10-16 22:11:15,CoreDAO,0.0,0.0
47,Avalanche,0x1736340a721e9fe662f07adb8d896a2f9971a7516b450b068311d4c90fb346dd,BNB Chain,0x1d94cf91a413c3dfb5c1b70a866cc13388a82a872265d95cce6aeadc761e7797,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-03-05 04:12:58,USDV,0.0,0.0
48,BNB Chain,0xc431d758e37caa9464456edcf55a91bb6c52869936ae89a0516eef6fa09a8487,Core Blockchain Mainnet,0xd21f51c30e825515b9bf027f16a034ffe7ea53378710e7bca54e308ccc1a002f,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2023-07-02 10:10:31,CoreDAO,0.0,0.0
49,BNB Chain,0x6812224cf62afe04354b9813f124709f34c503ccae8040a71412f258b1b88ee1,Core Blockchain Mainnet,0x763c3b48a646046bedf2cf35f8e8ad639875da787d0dfa3edfd7ec149aa69215,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-01-04 14:01:22,CoreDAO,0.0,0.0
50,BNB Chain,0x9a46b432b4095bb838bd7e98478dcf0b08289a04b3d549135006a681e67b12ef,Moonbeam,0x86332fe1151a8f9cd3d8d99db5a4fc378565fafe2090cdff230a082bd92101f2,0x0194558ca05caffcc56e304d184f50fd557dcbf1,2024-04-18 09:52:12,Merkly,1.3e-07,0.0
