,chain,hash,from,to,value,method,chain_tx_time
0,arb,0xffd9611ecfe7ca572146e27f8ab673c79db32bd9147dd74e98d411d368a79b35,0x6dfa1d2ad884377e2201e19016d27d2625202036,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:16:14
1,arb,0xea1380602e4ee3baa7f0a69c569224a0f08f28ed20190ad9b6639e68174917df,0x45a0a0214b1d59999cbedeece6016bde3fee258c,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:18:57
2,arb,0x63bdc3844b889457e9244fd0b32ad0b4257173d15b00cd471cc23101c0e582b3,0x8694e5377afb0b8da6234c75ed8596e56f0c45b8,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
3,arb,0xd1875826b8c5a0c1a79aab7fa81982be935d3746f7ede71f8c0abfead8da7512,0x4ff9ebe257cdde63c07ba499dd6e08812add3f8c,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
4,arb,0x95d32771edcd42b6a82add702285a59572de081769b3d9858d29bc572cf068df,0xe32fd01f1637aa977e54eda8cfffe7c28b530159,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
5,arb,0x61987e068fb64de6513679ea5fcdd22af203aa82a4da2aaf8b68e01c84005df1,0x06f38ca8cf3d78d7b65191e4ad9809bf8701d476,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
6,arb,0xc6fb486eb650e1ee220f4738ecc7ff3a91da8bd83024930d9d574f05384772c8,0x02b933d8e2a4dd4a4abf60908e81c7b6a7e39273,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
7,arb,0xcea1622d19911235edd9fc391573eeff2c6437fcf7183072e240faf94311132f,0xeeb098da02be25c85ee177c079354f9c3c6ff832,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
8,arb,0x168970addf7dbf14fea8b009e606afa22bbbb47af01d6db4152edf7f9578e688,0x33305125974658b5d74234890940476331fc778b,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
9,arb,0xe070eab753eb0bec33cddd5e1f785f2e69bb591742a7aa8dd27820983ed8cbb5,0xc09013f049af41c4c509d1264624b81aa9e9e679,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
10,arb,0xcdba43bd9902aae46165602ea422dedac148b80b492cf16d4018f3615e0b2b92,0x68da32529b70601a40db098228ee5f8d7784de9d,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
11,arb,0x2060cbdf66d770d373376382bd5c19fe6517329b0fa07b6e439a426747aa555d,0x623ad83106d24a101d168e1c09fa40415ade6bf2,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
12,arb,0xbc8f89e341686c9b09818023c9fe2bfa8e53b68c9625ce96f7d6dd4e9021862c,0x368694fa2facd7b1ee29b0c703841a8739fdaa29,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
13,arb,0xadabe46de4f2f328ce02380a4122ce7ceffa21e7dea240d5df7b910df6191d19,0xe1283fe1c6e3ae2c9037b67f35e4fc1abd8cec26,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
14,arb,0xe16d50a8d75d860edd84910b85e303d4fa2f97fcae2cf4e917fd5a2e5bf76b75,0xa3b0fdfb96d8794981185b3ce935109fc57d2e69,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
15,arb,0x941796d84dee756b4f2d2bf44633cd862e443ae5d0ada53de5074d32b6775f83,0xe980a6098902673a93d62201d39e5fe40aa5e6e2,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:18
16,arb,0xc5a02188622fdbbe0fd31dd622bfda4cfc2d36e2d80dd8654d529cf45a0e55f8,0xd463ab03cc3f7f4dc8a0046d9140a1cc4c967b83,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:19
17,arb,0x2495780a14642c80d7c400a3d521b7b3f5c8e0e416c79e335fd7b852f88f2356,0xb4325eb43b4afd3d3d657b9c1b4a69ef9038c70a,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:19
18,arb,0x3a46f09886eb2494e284c9317710a25cee3b9a11a0987573bb6e9b5887f751db,0xce8399709bf9744963647d2f00d633253ad85d7d,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:19
19,arb,0x6ea379f1ce4d2558d33c127d27ae94d1ac6c093ec5378106c422c85353cf4343,0x0410969668905820f97a193a62400692b7f792cb,0x6694340fc020c5e6b96567843da2df01b2ce1eb6,0.000155442742241457,"sendTokens(uint16 _dstChainId, bytes _to, uint256 ",2023-08-09 12:19:24
